,Ticker,Open Price,Date,Volume,Ticker2,Open Price2,Date2,Volume2
0,A,16.78,2008-12-19,248323864.00000003,A,29.6,2009-12-21,93198560.0
1,A,29.6,2009-12-21,93198560.0,A,40.65,2010-12-21,146961945.0
2,A,40.1,2010-12-20,161350370.0,A,33.99,2011-12-20,124797684.0
3,A,33.73,2011-12-16,105332044.0,A,39.98,2012-12-17,138114908.0
4,A,40.58,2012-12-20,154557046.0,A,57.47,2013-12-20,169766380.0
5,A,57.57,2013-12-19,108991524.0,A,40.9,2014-12-19,152816142.4
6,A,41.38,2014-12-22,65803344.98,A,41.01,2015-12-22,67386483.72
7,A,40.51,2015-12-21,70291291.09,A,45.75,2016-12-20,71020744.5
8,A,45.75,2016-12-20,71020744.5,A,67.81,2017-12-20,92424826.57
9,A,67.51,2017-12-21,100936631.36,A,65.22,2018-12-21,305431782.0
10,A,66.33,2018-12-20,235326502.62,A,84.94,2019-12-20,194325137.42
11,A,83.95,2019-12-19,142379703.70000002,A,119.23,2020-12-18,466401648.63
12,AA,37.87,2017-02-03,198560173.35,AA,48.61,2018-02-05,187720153.6
13,AA,47.42,2018-02-26,168519062.1,AA,30.7,2019-02-26,114315502.4
14,AA,30.7,2019-02-26,114315502.4,AA,14.64,2020-02-26,70216470.48
15,AA,16.01,2020-02-21,88506770.18,AA,23.46,2021-02-22,219047756.04
16,AAL,5.65,2010-01-20,201296019.1,AAL,9.98,2011-01-20,194291608.06
17,AAL,10.15,2011-02-16,131560869.3,AAL,8.85,2012-02-16,158199086.54999998
18,AAL,9.05,2012-02-15,126292388.0,AAL,14.94,2013-02-14,1276905380.94
19,AAL,15.96,2013-04-16,447487597.2000001,AAL,34.17,2014-04-16,534220614.0
20,AAL,36.11,2014-02-28,288511678.0,AAL,48.2,2015-03-02,553475828.2
21,AAL,51.3,2015-02-25,491301382.5,AAL,40.76,2016-02-25,282729172.12
22,AAL,40.02,2016-02-24,244269793.86,AAL,46.42,2017-02-23,243565043.7
23,AAL,46.5,2017-02-22,269683539.0,AAL,53.24,2018-02-22,231794182.4
24,AAL,51.96,2018-02-21,278943674.76,AAL,34.98,2019-02-21,206408025.12
25,AAL,35.75,2019-02-25,389886854.5,AAL,25.62,2020-02-25,571246039.98
26,AAL,28.84,2020-02-19,242285561.0,AAL,17.83,2021-02-18,469431342.42
27,AAMC,930.65,2014-02-20,89714660.0,AAMC,202.58,2015-02-20,431900.56
28,AAMC,184.55,2015-03-02,2518184.75,AAMC,17.03,2016-03-01,131965.47
29,AAMC,17.37,2016-02-29,28660.5,AAMC,69.6,2017-02-28,676999.2
30,AAMC,71.3,2017-03-01,237571.6,AAMC,68.55,2018-03-01,97683.75
31,AAMC,68.55,2018-03-01,97683.75,AAMC,37.17,2019-03-01,2420138.7
32,AAMC,27.0,2019-04-30,17172.0,AAMC,14.15,2020-04-29,851943.2000000002
33,AAMC,14.15,2020-04-29,851943.2000000002,AAMC,17.55,2021-04-29,279747.0
34,AAOI,12.87,2014-02-12,503217.0,AAOI,10.27,2015-02-12,3189543.63
35,AAOI,13.85,2015-03-23,3215346.75,AAOI,17.28,2016-03-22,9340721.28
36,AAOI,17.57,2016-03-14,2864946.63,AAOI,50.57,2017-03-14,57618092.61
37,AAOI,52.44,2017-03-09,53479937.64,AAOI,28.05,2018-03-09,36660312.15
38,AAOI,27.57,2018-02-28,31374852.99,AAOI,14.89,2019-02-28,75849451.54
39,AAOI,16.82,2019-02-26,16960732.94,AAOI,10.27,2020-02-26,7326217.47
40,AAOI,8.95,2020-02-28,13276814.85,AAOI,9.52,2021-03-01,12152832.16
41,AAON,9.05,2011-03-10,604675.75,AAON,8.05,2012-03-09,289800.0
42,AAON,8.49,2012-03-14,595055.61,AAON,11.33,2013-03-14,2785673.11
43,AAON,11.33,2013-03-14,2785673.11,AAON,18.12,2014-03-14,3609504.0
44,AAON,19.57,2014-03-13,2865048.0,AAON,22.43,2015-03-13,2354140.65
45,AAON,23.75,2015-02-27,7707017.5,AAON,24.97,2016-02-29,9384550.01
46,AAON,22.82,2016-02-25,7833398.58,AAON,34.8,2017-02-24,10235132.4
47,AAON,32.5,2017-02-23,17119992.5,AAON,35.1,2018-02-23,3360930.3000000007
48,AAON,35.65,2018-02-27,25698730.3,AAON,41.36,2019-02-27,6060563.52
49,AAON,41.0,2019-02-28,7526165.0,AAON,56.24,2020-02-28,30913946.96
50,AAON,52.42,2020-02-27,24393122.8,AAON,77.41,2021-02-26,14806597.75
51,AAP,41.42,2010-03-02,50573820.0,AAP,62.57,2011-03-02,60793012.0
52,AAP,62.99,2011-03-01,75657289.0,AAP,86.03,2012-02-29,61735128.0
53,AAP,84.56,2012-02-28,68857208.0,AAP,77.29,2013-02-27,55710632.00000001
54,AAP,79.46,2013-02-25,46078854.0,AAP,126.64,2014-02-25,104224720.0
55,AAP,126.64,2014-02-25,104224720.0,AAP,156.5,2015-02-25,62216262.0
56,AAP,155.39,2015-03-03,111579498.79,AAP,152.44,2016-03-02,100512076.2
57,AAP,149.92,2016-03-01,93264332.48,AAP,158.59,2017-03-01,164582640.33
58,AAP,155.64,2017-02-28,169224103.55999997,AAP,110.71,2018-02-28,210392398.32
59,AAP,116.96,2018-02-21,647057691.04,AAP,166.21,2019-02-21,268648547.2
60,AAP,169.93,2019-02-19,572522378.38,AAP,141.51,2020-02-19,143711612.57999998
61,AAP,145.39,2020-02-18,418975015.48,AAP,154.82,2021-02-17,246004954.68
62,AAPL,3.08,2007-01-03,136215156.0,AAPL,7.12,2007-12-31,137144728.0
63,AAPL,5.94,2007-11-15,315543492.0,AAPL,3.35,2008-11-14,168130135.0
64,AAPL,3.89,2008-11-05,174557526.0,AAPL,6.87,2009-11-05,94413723.0
65,AAPL,7.27,2009-10-26,125755006.0,AAPL,11.04,2010-10-25,154742160.0
66,AAPL,10.99,2010-10-27,156608599.0,AAPL,14.56,2011-10-27,257225696.0
67,AAPL,14.35,2011-10-26,233856210.0,AAPL,22.14,2012-10-25,518966028.0
68,AAPL,21.25,2012-10-31,387056000.0,AAPL,18.75,2013-10-31,184618125.0
69,AAPL,18.56,2013-10-30,234759872.0,AAPL,26.74,2014-10-30,1087109164.82
70,AAPL,26.21,2014-10-27,896059643.21,AAPL,28.85,2015-10-27,2016164940.0
71,AAPL,29.23,2015-10-28,2500666018.96,AAPL,28.85,2016-10-27,997114998.25
72,AAPL,28.58,2016-10-26,1890115979.02,AAPL,39.31,2017-10-26,658508973.21
73,AAPL,43.5,2017-11-03,2552746431.0,AAPL,51.08,2018-11-05,3379640212.52
74,AAPL,51.08,2018-11-05,3379640212.52,AAPL,64.26,2019-11-05,1283556679.0200002
75,AAPL,61.81,2019-10-31,2150402041.2000003,AAPL,111.06,2020-10-30,21165090244.56
76,AAPL,111.06,2020-10-30,21165090244.56,AAPL,148.99,2021-11-01,10935352133.49
77,AAWW,60.48,2011-02-14,92039310.72,AAWW,50.57,2012-02-14,20202715.0
78,AAWW,45.08,2012-02-15,113020068.0,AAWW,46.66,2013-02-14,17679474.0
79,AAWW,47.0,2013-02-13,30676900.0,AAWW,31.43,2014-02-13,22598170.0
80,AAWW,34.36,2014-04-30,5762172.0,AAWW,47.57,2015-04-30,86323804.33
81,AAWW,47.47,2015-02-12,46209956.32,AAWW,35.82,2016-02-12,16591609.08
82,AAWW,39.6,2016-02-18,20689930.8,AAWW,53.95,2017-02-17,7312113.25
83,AAWW,51.85,2017-02-23,15471936.3,AAWW,64.4,2018-02-23,26564162.8
84,AAWW,58.0,2018-02-22,55609646.0,AAWW,59.61,2019-02-22,14115588.39
85,AAWW,57.32,2019-02-19,52451468.48,AAWW,27.66,2020-02-19,26140387.26
86,AAWW,32.25,2020-04-28,22340284.5,AAWW,68.73,2021-04-28,26427784.68
87,ABAX,27.98,2011-06-13,3038628.0,ABAX,32.9,2012-06-12,3211040.0
88,ABAX,33.78,2012-06-14,3506364.0,ABAX,46.26,2013-06-14,4663008.0
89,ABAX,46.26,2013-06-14,4663008.0,ABAX,43.28,2014-06-16,5089728.0
90,ABAX,47.67,2014-07-29,17919153.0,ABAX,48.44,2015-07-29,6109785.64
91,ABAX,48.44,2015-07-29,6109785.64,ABAX,48.8,2016-07-28,8111243.199999998
92,ABAX,49.75,2016-07-29,9583939.5,ABAX,47.54,2017-07-31,7675808.3999999985
93,ABAX,49.25,2017-07-28,15038783.0,ABAX,83.1,2018-07-30,29161618.2
94,ABBV,36.13,2013-02-11,217939773.00000003,ABBV,48.75,2014-02-10,385490625.0
95,ABBV,51.82,2014-02-21,302768714.0,ABBV,61.54,2015-02-23,712796650.24
96,ABBV,59.61,2015-02-20,925944543.36,ABBV,54.67,2016-02-22,512896882.96
97,ABBV,54.5,2016-02-19,465023648.0,ABBV,61.84,2017-02-21,525845246.96
98,ABBV,61.54,2017-02-17,499978160.68,ABBV,117.72,2018-02-20,1000320638.04
99,ABBV,115.23,2018-02-16,1004457720.63,ABBV,80.5,2019-02-19,456814396.5
100,ABBV,80.14,2019-02-27,334644284.44,ABBV,86.19,2020-02-27,1221998630.97
101,ABBV,93.96,2020-02-21,627270476.76,ABBV,104.66,2021-02-22,1051653089.46
102,ABC,15.4,2008-11-25,36330140.0,ABC,25.19,2009-11-25,44739959.0
103,ABC,25.19,2009-11-25,44739959.0,ABC,30.69,2010-11-26,18760797.0
104,ABC,30.85,2010-11-23,73327365.0,ABC,36.37,2011-11-23,51299885.0
105,ABC,36.57,2011-11-22,93121848.0,ABC,40.78,2012-11-21,67291078.0
106,ABC,41.18,2012-11-27,96266486.0,ABC,70.59,2013-11-27,60890934.0
107,ABC,70.77,2013-11-26,108171945.0,ABC,90.22,2014-11-26,87956650.86
108,ABC,90.04,2014-11-25,108534666.2,ABC,99.0,2015-11-25,207034047.0
109,ABC,98.16,2015-11-24,159864750.23999998,ABC,78.07,2016-11-23,103408008.85
110,ABC,78.77,2016-11-22,150478427.04,ABC,79.98,2017-11-22,153402199.86
111,ABC,77.83,2017-11-21,124429233.73,ABC,88.52,2018-11-21,110910425.84
112,ABC,90.05,2018-11-20,189005584.8,ABC,87.44,2019-11-20,103119391.04
113,ABC,87.57,2019-11-19,57073222.08,ABC,105.63,2020-11-18,94898625.78
114,ABCD,3.59,2011-03-10,106296.31,ABCD,3.04,2012-03-09,80851.84
115,ABCD,2.94,2012-03-15,33865.86,ABCD,1.11,2013-03-15,23953.800000000007
116,ABCD,2.01,2014-03-06,90433.91999999998,ABCD,2.85,2015-03-06,312220.35000000003
117,ABCD,3.03,2015-03-17,16110.509999999998,ABCD,4.35,2016-03-16,60347.55
118,ABCD,4.66,2016-03-03,267134.5,ABCD,4.83,2017-03-03,274730.4
119,ABCD,4.8,2017-03-14,717148.7999999998,ABCD,9.61,2018-03-14,2440440.28
120,ABEO,8.2,2019-03-18,3316752.4,ABEO,1.6,2020-03-17,5291091.2
121,ABEO,1.59,2020-03-16,2127179.91,ABEO,2.32,2021-03-16,4859195.92
122,ABG,18.74,2011-02-28,6036153.999999999,ABG,25.72,2012-02-28,14413488.0
123,ABG,25.0,2012-02-22,7742500.0,ABG,34.95,2013-02-21,17642760.0
124,ABG,34.95,2013-02-21,17642760.0,ABG,49.03,2014-02-21,9286282.0
125,ABG,48.08,2014-02-25,18592536.0,ABG,77.96,2015-02-25,21860997.48
126,ABG,78.48,2015-02-24,18812126.880000006,ABG,55.2,2016-02-24,32153116.8
127,ABG,51.68,2016-02-19,13412613.76,ABG,67.95,2017-02-21,15036859.35
128,ABG,68.45,2017-02-23,24904505.75,ABG,68.0,2018-02-23,12878044.0
129,ABG,69.4,2018-02-27,17252146.0,ABG,71.45,2019-02-27,11313107.2
130,ABG,71.5,2019-02-28,7572779.5,ABG,87.29,2020-02-28,26109224.610000007
131,ABG,88.9,2020-03-02,32361111.3,ABG,172.98,2021-03-02,27768133.44
132,ABIO,343.98,2013-03-21,26218499.58,ABIO,255.78,2014-03-21,204797418.84
133,ABIO,229.32,2014-02-12,160540969.68,ABIO,81.27,2015-02-12,3401068.23
134,ABIO,100.8,2015-03-19,21396009.6,ABIO,67.06,2016-03-18,440450.08
135,ABIO,65.16,2016-03-17,117157.68,ABIO,47.7,2017-03-17,3174959.7
136,ABIO,45.9,2017-03-21,801000.9,ABIO,11.23,2018-03-21,12097539.96
137,ABIO,11.38,2018-03-22,4221923.1000000015,ABIO,7.2,2019-03-22,2822976.0
138,ABIO,8.64,2019-02-27,5511576.96,ABIO,3.55,2020-02-27,466523.25
139,ABIO,5.46,2020-02-18,80507.7,ABIO,5.14,2021-02-17,6383833.739999998
140,ABM,20.94,2009-12-22,5572134.0,ABM,26.51,2010-12-22,6274917.0
141,ABM,26.65,2010-12-23,3448510.0,ABM,21.0,2011-12-23,3733800.0
142,ABM,21.0,2011-12-23,3733800.0,ABM,20.12,2012-12-24,1521072.0
143,ABM,20.31,2012-12-20,3586746.0,ABM,27.61,2013-12-20,23888172.0
144,ABM,27.46,2013-12-18,6875984.0,ABM,28.31,2014-12-18,13096036.14
145,ABM,27.89,2014-12-17,10713385.7,ABM,29.14,2015-12-17,8847749.06
146,ABM,29.14,2015-12-17,8847749.06,ABM,39.73,2016-12-16,60324641.45
147,ABM,40.94,2016-12-21,13425454.2,ABM,38.56,2017-12-21,19378752.16
148,ABM,38.56,2017-12-22,14880226.88,ABM,29.9,2018-12-24,11411006.1
149,ABM,31.04,2018-12-21,42556864.32,ABM,38.64,2019-12-23,20091331.68
150,ABM,39.05,2019-12-20,55601381.55,ABM,39.1,2020-12-21,24504752.0
151,ABMD,18.1,2011-06-02,3272480.0000000005,ABMD,19.84,2012-06-01,16243008.0
152,ABMD,19.53,2012-06-04,19127682.0,ABMD,21.82,2013-06-04,8341786.0
153,ABMD,21.98,2013-05-28,8163372.0,ABMD,21.46,2014-05-28,6693374.0
154,ABMD,21.46,2014-05-28,6693374.0,ABMD,61.32,2015-05-28,41603841.72
155,ABMD,61.32,2015-05-28,41603841.72,ABMD,98.81,2016-05-27,31734313.65
156,ABMD,99.43,2016-05-26,28764601.85,ABMD,135.69,2017-05-26,62570865.39
157,ABMD,135.33,2017-05-25,38115694.5,ABMD,396.88,2018-05-25,154158907.76
158,ABMD,396.17,2018-05-24,192407487.73,ABMD,262.97,2019-05-24,182860922.96
159,ABMD,263.5,2019-05-23,232342706.0,ABMD,198.03,2020-05-22,127145557.56
160,ABMD,196.6,2020-05-21,57940969.0,ABMD,276.4,2021-05-21,57121376.8
161,ABT,56.11,2008-02-19,609023551.0,ABT,54.16,2009-02-18,708613192.0
162,ABT,54.0,2009-02-20,1009146600.0,ABT,54.49,2010-02-22,652038238.0
163,ABT,54.88,2010-02-19,1104015472.0,ABT,46.47,2011-02-22,1105990647.0
164,ABT,46.36,2011-02-18,940899380.0,ABT,56.38,2012-02-21,794332182.0
165,ABT,56.38,2012-02-21,794332182.0,ABT,34.7,2013-02-20,271145800.0
166,ABT,34.84,2013-02-15,348891244.00000006,ABT,38.96,2014-02-18,264698136.0
167,ABT,38.88,2014-02-21,324068688.0,ABT,47.33,2015-02-23,265433597.51
168,ABT,47.48,2015-02-27,275661568.08,ABT,39.34,2016-02-29,332927024.08000004
169,ABT,38.32,2016-02-19,219763782.16,ABT,44.65,2017-02-21,508463573.3
170,ABT,44.17,2017-02-17,425445793.36,ABT,59.68,2018-02-20,486261599.2
171,ABT,59.44,2018-02-16,463286178.08,ABT,75.16,2019-02-19,338479302.0
172,ABT,75.35,2019-02-22,399100543.05,ABT,85.45,2020-02-24,474227162.9
173,ABT,88.04,2020-02-21,490462036.00000006,ABT,122.95,2021-02-22,594524725.0
174,ABTL,6.15,2011-03-10,3231425.25,ABTL,4.8,2012-03-09,47520.0
175,ABTL,3.56,2012-01-03,204689.32,ABTL,3.94,2012-12-31,42804.16
176,ABTL,4.25,2013-02-28,78463.5,ABTL,16.0,2014-02-28,3723104.0
177,ABTL,11.86,2014-04-29,2600613.36,ABTL,15.17,2015-04-29,513276.95
178,ABTL,10.68,2015-02-26,1359681.48,ABTL,18.79,2016-02-26,3847647.09
179,ABTL,19.98,2016-03-10,3414901.68,ABTL,14.0,2017-03-10,3026464.0
180,ABTL,13.31,2017-03-09,2193980.47,ABTL,4.15,2018-03-09,3629245.55
181,ABTL,3.6,2018-03-15,526615.2000000001,ABTL,4.8,2019-03-15,491817.6
182,ABTL,4.07,2019-03-11,342409.10000000003,ABTL,2.21,2020-03-10,109808.27
183,ABTL,1.1,2020-03-27,67118.70000000001,ABTL,2.69,2021-03-29,211848.26
184,ABUS,3.97,2016-03-09,850572.5,ABUS,2.65,2017-03-09,130496.6
185,ABUS,3.1,2017-03-22,614230.9,ABUS,4.4,2018-03-22,1202401.2000000002
186,ABUS,5.25,2018-03-16,1511485.5,ABUS,3.83,2019-03-18,392180.51
187,ABUS,4.02,2019-03-07,417653.88,ABUS,3.25,2020-03-06,818879.75
188,ABUS,3.01,2020-03-05,762110.9299999998,ABUS,3.2,2021-03-05,12014748.8
189,AC,25.3,2016-02-05,470402.9,AC,36.5,2017-02-06,759309.5
190,AC,38.4,2017-03-14,933811.2,AC,36.1,2018-03-14,342155.8
191,AC,37.4,2018-03-09,909605.4,AC,44.2,2019-03-11,191386.0
192,AC,44.25,2019-03-08,132484.5,AC,39.7,2020-03-09,303308.0
193,AC,34.59,2020-03-16,685988.8800000001,AC,36.71,2021-03-16,490555.73
194,ACA,28.94,2019-02-04,3844447.48,ACA,43.93,2020-02-03,11600419.38
195,ACA,39.3,2020-02-27,25661131.5,ACA,56.75,2021-02-26,28736724.5
196,ACAD,1.83,2011-03-10,697962.0,ACAD,1.59,2012-03-09,269982.0
197,ACAD,1.52,2012-03-06,601312.0,ACAD,6.4,2013-03-06,9496320.0
198,ACAD,6.44,2013-03-12,7245644.0,ACAD,27.47,2014-03-12,60607061.0
199,ACAD,29.7,2014-02-27,69833610.0,ACAD,36.87,2015-02-27,51845524.77
200,ACAD,37.48,2015-02-26,39076048.32,ACAD,18.72,2016-02-26,32459038.56
201,ACAD,18.71,2016-02-29,41295851.34,ACAD,40.0,2017-02-28,125313680.0
202,ACAD,40.0,2017-02-28,125313680.0,ACAD,27.77,2018-02-28,321612145.6
203,ACAD,32.13,2018-02-27,59219863.29000001,ACAD,23.01,2019-02-27,92404777.53
204,ACAD,23.01,2019-02-27,92404777.53,ACAD,39.5,2020-02-27,148751588.5
205,ACAD,39.5,2020-02-27,148751588.5,ACAD,47.34,2021-02-26,46788157.62000001
206,ACAN,3.14,2017-01-12,160209.08000000002,ACAN,3.6,2018-01-12,481212.0
207,ACAN,2.19,2017-12-04,392879.43,ACAN,2.35,2018-12-04,136161.35
208,ACAN,2.11,2019-01-15,80251.73999999999,ACAN,0.66,2020-01-15,66081.84
209,ACAN,0.65,2020-01-14,10142.6,ACAN,0.91,2021-01-13,18937.1
210,ACAT,12.3,2011-06-10,721702.5,ACAT,37.42,2012-06-11,7562731.680000002
211,ACAT,36.47,2012-06-08,5343219.7,ACAT,47.12,2013-06-10,1497520.72
212,ACAT,46.27,2013-06-14,2458880.3400000003,ACAT,35.96,2014-06-16,7747114.52
213,ACAT,37.47,2014-05-30,4972456.35,ACAT,31.95,2015-06-01,10729193.4
214,ACAT,33.02,2015-05-29,5820831.6400000015,ACAT,15.99,2016-05-31,4893675.54
215,ACCO,8.25,2011-02-24,2286900.0,ACCO,12.3,2012-02-24,2940930.0
216,ACCO,12.86,2012-03-20,5042406.0,ACCO,7.48,2013-03-20,9491372.0
217,ACCO,7.65,2013-02-28,4128705.0,ACCO,5.94,2014-02-28,3935250.0000000005
218,ACCO,5.98,2014-02-25,3144882.0,ACCO,7.55,2015-02-25,5206472.45
219,ACCO,7.55,2015-02-25,5206472.45,ACCO,7.24,2016-02-25,4180108.12
220,ACCO,7.04,2016-02-24,2863027.2,ACCO,14.3,2017-02-23,13586730.3
221,ACCO,14.2,2017-02-27,16412516.2,ACCO,13.35,2018-02-27,5895239.85
222,ACCO,13.15,2018-02-28,8870450.85,ACCO,9.24,2019-02-28,5261523.96
223,ACCO,9.34,2019-02-27,4383962.5,ACCO,8.01,2020-02-27,11640107.97
224,ACCO,8.01,2020-02-27,11640107.97,ACCO,8.35,2021-02-26,4606661.6
225,ACER,18.0,2018-03-07,137178.0,ACER,23.46,2019-03-07,355723.9800000001
226,ACER,23.46,2019-03-07,355723.9800000001,ACER,3.55,2020-03-06,123224.05
227,ACER,2.69,2020-03-18,186893.13,ACER,3.55,2021-03-18,2293797.0
228,ACET,115.15,2018-02-09,3295593.0,ACET,59.92,2019-02-11,3211172.72
229,ACET,64.82,2019-03-18,7996389.659999998,ACET,6.79,2020-03-17,3286618.02
230,ACET,7.07,2020-03-12,7234377.5,ACET,14.0,2021-03-12,1322426.0
231,ACET_delis,5.2,2011-09-09,1619280.0,ACET_delis,9.06,2012-09-10,512796.0
232,ACET_delis,9.25,2012-09-07,1983200.0,ACET_delis,14.75,2013-09-09,1898325.0
233,ACET_delis,15.61,2013-08-29,6771618.0,ACET_delis,18.85,2014-08-29,1901965.0
234,ACET_delis,20.1,2014-09-05,11189670.0,ACET_delis,22.55,2015-09-08,3661172.9
235,ACET_delis,25.03,2015-09-11,26998534.41,ACET_delis,18.82,2016-09-12,5713657.9
236,ACET_delis,23.18,2016-08-26,60818849.52,ACET_delis,11.4,2017-08-28,13536211.8
237,ACET_delis,9.21,2017-11-09,5652296.73,ACET_delis,1.53,2018-11-09,1524488.94
238,ACHC,10.1,2011-02-14,416069.5,ACHC,13.13,2012-02-14,1013636.0
239,ACHC,11.08,2012-01-27,2334556.0,ACHC,26.3,2013-01-28,7540210.0
240,ACHC,27.07,2013-03-01,9571952.0,ACHC,49.18,2014-03-03,21880182.0
241,ACHC,52.22,2014-02-21,25619132.0,ACHC,63.5,2015-02-23,22107334.5
242,ACHC,63.2,2015-02-27,16199044.8,ACHC,56.09,2016-02-29,35135280.81
243,ACHC,55.56,2016-02-26,34214403.6,ACHC,45.04,2017-02-27,76089990.48
244,ACHC,44.99,2017-02-24,139496848.81,ACHC,38.57,2018-02-26,29375297.7
245,ACHC,38.51,2018-02-27,36535938.89,ACHC,27.33,2019-02-27,30141792.39
246,ACHC,26.38,2019-03-01,98660434.98,ACHC,29.81,2020-03-02,35902329.32
247,ACHC,32.58,2020-02-28,54516439.8,ACHC,56.01,2021-03-01,64118567.7
248,ACIA,54.59,2017-02-08,49873860.72000001,ACIA,38.84,2018-02-08,17608813.12
249,ACIA,43.21,2018-02-22,37398946.36,ACIA,48.75,2019-02-22,175921736.25
250,ACIA,46.98,2019-02-21,62374970.16,ACIA,68.72,2020-02-21,14553040.56
251,ACIW,5.85,2009-03-04,2038725.0,ACIW,6.4,2010-03-04,854400.0
252,ACIW,6.09,2010-02-26,1291689.0,ACIW,10.18,2011-02-28,3274906.0
253,ACIW,10.0,2011-02-18,1520000.0,ACIW,12.01,2012-02-21,7490637.0
254,ACIW,12.08,2012-02-22,11083400.0,ACIW,15.87,2013-02-21,3026409.0
255,ACIW,14.92,2013-03-01,6057520.0,ACIW,19.87,2014-03-03,10239011.0
256,ACIW,20.05,2014-02-28,9245055.0,ACIW,19.85,2015-03-02,29210426.3
257,ACIW,19.57,2015-02-26,26267812.93,ACIW,17.94,2016-02-26,17746857.96
258,ACIW,17.94,2016-02-26,17746857.96,ACIW,20.25,2017-02-27,11974452.75
259,ACIW,19.92,2017-03-01,18458230.56,ACIW,23.66,2018-03-01,20431072.48
260,ACIW,24.85,2018-02-27,20799151.8,ACIW,30.98,2019-02-27,22108133.48
261,ACIW,32.23,2019-03-01,34025211.0,ACIW,28.11,2020-03-02,27495543.51
262,ACIW,27.89,2020-02-27,27286376.73,ACIW,38.15,2021-02-26,47572058.1
263,ACLS,9.84,2011-03-14,10021056.0,ACLS,6.52,2012-03-13,10763868.0
264,ACLS,6.92,2012-02-29,7143516.0,ACLS,4.84,2013-02-28,19193988.0
265,ACLS,4.4,2013-03-01,1384240.0,ACLS,8.8,2014-03-03,3542880.0000000005
266,ACLS,8.8,2014-03-03,3542880.0000000005,ACLS,11.52,2015-03-03,6154433.279999998
267,ACLS,10.52,2015-03-12,3564512.64,ACLS,11.08,2016-03-11,3246705.92
268,ACLS,11.0,2016-03-04,3066921.0,ACLS,15.05,2017-03-06,3682765.1
269,ACLS,14.75,2017-03-14,1156960.5,ACLS,26.35,2018-03-14,20966510.55
270,ACLS,26.35,2018-03-14,20966510.55,ACLS,20.19,2019-03-14,3464159.8200000008
271,ACLS,19.67,2019-03-11,2586605.0,ACLS,22.61,2020-03-10,8584451.75
272,ACLS,24.28,2020-03-02,6980621.4,ACLS,39.73,2021-03-02,9795908.26
273,ACM,25.82,2009-11-27,14818098.0,ACM,26.06,2010-11-29,19336520.0
274,ACM,26.61,2010-11-22,15545562.0,ACM,20.46,2011-11-22,15948570.0
275,ACM,22.39,2012-03-23,13669095.0,ACM,33.0,2013-03-25,31990200.0
276,ACM,20.09,2012-11-19,20212549.0,ACM,29.74,2013-11-19,12993406.0
277,ACM,28.73,2013-11-13,27224548.0,ACM,32.27,2014-11-13,47997365.36000001
278,ACM,32.22,2014-11-17,44706409.92,ACM,30.49,2015-11-17,36572572.06
279,ACM,31.0,2015-11-10,82167980.0,ACM,29.94,2016-11-09,130780914.0
280,ACM,37.06,2016-11-16,120538131.78,ACM,34.3,2017-11-16,24879367.8
281,ACM,35.2,2017-11-14,59630348.8,ACM,31.58,2018-11-14,68032951.89999999
282,ACM,31.01,2018-11-13,62667984.96,ACM,42.83,2019-11-13,48978417.82
283,ACM,42.83,2019-11-13,48978417.82,ACM,47.14,2020-11-12,84083900.84
284,ACN,35.59,2009-09-25,128850036.0,ACN,41.83,2010-09-27,144288402.0
285,ACN,45.26,2010-10-26,134223056.0,ACN,58.82,2011-10-26,227427530.0
286,ACN,57.83,2011-10-21,184153852.0,ACN,67.46,2012-10-22,341772597.99999994
287,ACN,67.61,2012-10-31,204858300.0,ACN,74.78,2013-10-30,212001300.0
288,ACN,74.45,2013-10-29,207023115.0,ACN,79.47,2014-10-29,193336046.46
289,ACN,78.1,2014-10-24,180720822.7,ACN,107.87,2015-10-26,159648894.44
290,ACN,108.05,2015-10-30,273279951.95,ACN,115.63,2016-10-31,217126313.84
291,ACN,115.85,2016-10-28,191874940.6,ACN,143.39,2017-10-30,307577428.98999995
292,ACN,141.58,2017-10-26,278272516.82000005,ACN,154.3,2018-10-26,381513384.9
293,ACN,157.87,2018-10-24,390556171.7,ACN,185.05,2019-10-24,373367057.75
294,ACN,182.55,2019-10-29,283682517.45,ACN,216.81,2020-10-28,523005342.75
295,ACN,233.1,2020-10-22,387244601.1,ACN,348.25,2021-10-22,508244408.0
296,ACRX,5.0,2011-02-11,9498500.0,ACRX,3.38,2012-02-08,28730.0
297,ACRX,5.09,2013-03-12,800657.0,ACRX,11.56,2014-03-12,6585732.0
298,ACRX,9.74,2014-05-13,4797924.0,ACRX,3.02,2015-05-13,1304244.38
299,ACRX,4.3,2015-03-13,4596596.8,ACRX,3.69,2016-03-14,1845154.98
300,ACRX,3.86,2016-03-07,1682284.5,ACRX,3.3,2017-03-07,656558.1
301,ACRX,3.2,2017-03-03,2028864.0,ACRX,1.7,2018-03-05,347942.4
302,ACRX,2.1,2018-03-09,6911324.7,ACRX,3.18,2019-03-11,9468561.3
303,ACRX,3.91,2019-04-30,9304908.52,ACRX,1.53,2020-04-29,1594838.34
304,ACRX,1.35,2020-04-17,1605082.5,ACRX,1.22,2021-04-19,2468844.46
305,ACU,18.6,2015-02-12,21724.800000000007,ACU,14.28,2016-02-12,45596.04
306,ACU,16.83,2016-03-11,44246.06999999999,ACU,25.23,2017-03-13,221696.01
307,ACU,24.56,2017-03-10,111183.12,ACU,21.75,2018-03-12,103225.5
